Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,PKMade,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,SbortCmp,ShortAtt,ShortCmp%,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,3-Jan,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWon,AerialLost,AerialWon%
552,Brad Stuver\Brad-Stuver,us USA,GK,NYCFC,26,1991,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,55,66,83.3,1564,849,0,0,,30,30,100,25,36,69.4,0,0,0,0,0,0,0,0,55,11,5,1,7,0,0,0,0,0,0,43,7,16,5,43,0,0,18,55,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,68,61,68,0,0,0,57,0,0,,0,0,48,181,74,33,33,100,0,0,0,0,0,0,0,0,18,0,0,
553,Sunny\Sunny,ng NGA,MF,Real Salt Lake,29,1988,23,16,1416,0,1,0,0,5,0,0,0.06,0.06,0,0.06,0.3,0.3,0.5,0.02,0.03,0.06,0.02,0.06,0,0,8,1,0,12.5,0.51,0.06,0,0,0.3,0.3,0.04,-0.3,-0.3,879,981,89.6,17276,3848,5,16,31.3,652,716,91.1,222,249,89.2,1,0.5,0.5,11,80,5,0,59,951,30,25,1,183,33,1,3,0,0,0,831,69,81,99,845,20,0,9,879,1,12,15,17,24,1.53,20,1,0,1,2,4,0.25,3,1,0,0,0,0,51,36,19,23,9,12,33,36.4,21,318,97,30.5,109,176,33,13,1,0,12,35,14,1,1135,37,321,773,135,5,1110,17,24,70.8,18,0,855,4266,1967,857,815,95.1,18,18,33,19,0,0,0,0,174,10,6,62.5
554,Scott Sutter\Scott-Sutter,ch SUI,DF,Orlando City,31,1986,19,18,1563,3,2,0,0,0,0,0.17,0.12,0.29,0.17,0.29,0.7,0.7,1.3,0.04,0.07,0.12,0.04,0.12,0,0,17,5,0,29.4,0.98,0.29,0.18,0.6,0.7,0.7,0.04,2.3,2.3,674,849,79.4,12498,4598,7,17,41.2,537,611,87.9,130,221,58.8,2,1.3,0.7,9,52,13,4,104,730,119,12,0,100,22,56,0,0,0,0,526,129,194,119,583,32,107,0,674,5,16,12,20,15,0.86,14,0,0,1,0,2,0.12,1,0,0,1,0,0,26,15,16,7,3,7,24,29.2,17,127,43,33.9,67,40,20,27,6,0,21,18,37,0,1000,61,332,412,327,28,887,10,13,76.9,10,0,666,3932,2071,684,633,92.5,20,15,7,8,0,0,1,0,145,14,5,73.7
555,Gustav Svensson\Gustav-Svensson,se SWE,MFDF,Seattle,30,1987,24,23,2072,3,1,0,0,2,0,0.13,0.04,0.17,0.13,0.17,1.2,1.2,0.9,0.05,0.04,0.09,0.05,0.09,0,0,23,7,0,30.4,1,0.3,0.13,0.43,1.2,1.2,0.05,1.8,1.8,1051,1236,85,21231,6961,8,27,29.6,775,870,89.1,268,339,79.1,1,0.9,0.1,14,121,7,1,81,1180,56,51,2,161,52,7,0,0,0,0,903,128,205,94,1029,73,5,5,1051,2,19,23,22,25,1.09,22,1,0,2,0,3,0.13,3,0,0,0,0,0,64,37,28,33,3,24,65,36.9,41,405,117,28.9,154,214,37,42,9,0,33,45,45,0,1459,97,466,872,206,31,1408,13,19,68.4,15,2,923,4097,1923,1003,950,94.7,7,9,25,11,1,0,0,0,262,40,17,70.2
556,Ben Sweat\Ben-Sweat,us USA,DF,NYCFC,26,1991,28,24,2195,0,1,0,0,3,0,0,0.04,0.04,0,0.04,1.1,1.1,2.1,0.05,0.09,0.14,0.05,0.14,0,0,16,4,0,25,0.66,0.16,0,0,1.1,1.1,0.07,-1.1,-1.1,1235,1509,81.8,22253,8745,16,36,44.4,1005,1151,87.3,214,322,66.5,1,2.1,-1.1,22,75,18,7,164,1276,233,19,2,207,31,51,3,0,0,0,999,249,261,1044,142,77,211,5,1235,3,27,36,27,43,1.82,34,3,3,2,0,4,0.17,2,0,0,1,0,1,37,20,21,14,2,13,22,59.1,9,219,60,27.4,114,75,30,34,5,0,29,45,64,1,1733,101,600,797,416,47,1503,27,43,62.8,31,3,1074,4663,2549,1144,1060,92.7,18,20,18,7,5,0,0,0,265,44,20,68.8
557,Saphir Taïder\Saphir-Taider,dz ALG,MF,Montreal,25,1992,33,33,2849,7,5,1,1,3,1,0.22,0.16,0.38,0.19,0.35,6.4,5.6,4.5,0.2,0.14,0.34,0.18,0.32,1,1,78,22,6,28.2,2.46,0.69,0.08,0.27,6.4,5.6,0.07,0.6,0.4,1652,1991,83,35988,8790,13,47,27.7,1144,1253,91.3,495,691,71.6,5,4.5,0.5,68,188,35,6,226,1785,206,88,8,286,160,143,96,0,0,0,1457,185,349,273,1653,36,19,4,1652,9,42,31,44,119,3.76,76,25,9,5,4,12,0.38,7,2,1,0,2,0,41,31,22,17,2,16,47,34,31,622,165,26.5,185,336,101,21,0,0,21,25,18,0,2320,43,379,1302,890,77,2122,35,66,53,38,0,1828,13545,6990,1912,1728,90.4,45,50,36,57,9,2,0,0,279,7,11,38.9
558,Mitchell Taintor\Mitchell-Taintor,us USA,DF,Toronto FC,23,1994,1,1,90,1,0,0,0,1,0,1,0,1,1,1,0.1,0.1,0.1,0.1,0.06,0.16,0.1,0.16,0,0,1,1,0,100,1,1,1,1,0.1,0.1,0.1,0.9,0.9,18,31,58.1,513,206,0,1,0,6,13,46.2,12,17,70.6,0,0.1,-0.1,1,2,0,0,3,30,1,1,0,4,1,0,0,0,0,0,14,9,8,13,11,5,0,0,18,0,2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,4,25,3,10,3,30,8,1,1,0,0,0,0,3,10,0,48,7,29,18,3,1,47,1,1,100,1,0,21,93,40,19,19,100,1,0,1,1,0,0,0,0,11,4,2,66.7
559,Ismael Tajouri-Shradi\Ismael-Tajouri-Shradi,ly LBY,FWMF,NYCFC,23,1994,27,18,1546,11,1,0,0,2,0,0.64,0.06,0.7,0.64,0.7,4,4,3.6,0.23,0.21,0.44,0.23,0.44,0,0,35,17,4,48.6,2.04,0.99,0.31,0.65,4,4,0.11,6,7,635,785,80.9,10913,2957,10,32,31.3,519,591,87.8,106,162,65.4,1,3.6,-2.6,31,38,28,6,107,721,64,12,1,152,28,74,31,0,0,0,585,92,108,687,65,9,20,2,635,6,9,14,30,59,3.48,44,9,4,0,2,6,0.35,4,0,2,0,0,0,23,17,8,7,8,5,22,22.7,17,285,100,35.1,64,119,102,22,1,0,21,9,6,0,987,4,107,446,538,87,925,36,58,62.1,36,1,822,5882,3658,870,726,83.4,38,38,10,20,4,0,0,0,129,3,16,15.8
560,Andrew Tarbell\Andrew-Tarbell,us USA,GK,San Jose,24,1993,29,29,2610,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0,0.01,0.01,0,0.01,0,0,1,0,0,0,0.03,0,0,,0.1,0.1,0.06,-0.1,-0.1,527,893,59,19575,13371,0,1,0,183,187,97.9,344,705,48.8,0,0.2,-0.2,2,13,1,0,0,524,369,86,0,54,40,0,0,0,0,0,320,37,536,48,680,1,1,126,527,2,38,5,2,2,0.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,1,0,0,0,0,0,0,3,2,3,997,851,990,8,2,1,631,0,0,,0,0,414,1970,1070,336,336,100,0,0,1,2,0,0,1,0,122,1,0,100
561,Amro Tarek\Amro-Tarek,eg EGY,DF,Orlando City,25,1992,20,19,1696,1,0,0,0,2,0,0.05,0,0.05,0.05,0.05,1.5,1.5,0.2,0.08,0.01,0.09,0.08,0.09,0,0,7,1,0,14.3,0.37,0.05,0.14,1,1.5,1.5,0.21,-0.5,-0.5,606,779,77.8,13238,6032,2,11,18.2,415,464,89.4,189,304,62.2,0,0.2,-0.2,3,38,3,1,35,753,26,25,0,101,15,8,0,0,0,0,543,50,186,605,132,31,1,2,606,2,19,11,11,11,0.58,9,0,0,1,0,1,0.05,0,0,0,0,0,1,32,20,27,4,1,13,33,39.4,20,115,40,34.8,91,21,3,34,16,2,18,57,100,3,982,147,657,348,40,10,956,8,12,66.7,9,0,609,3617,1738,590,576,97.6,6,4,11,9,0,0,0,1,176,20,16,55.6
562,Tony Tchani\Tony-Tchani,cm CMR,MF,Chicago,28,1989,13,9,826,1,0,0,0,1,0,0.11,0,0.11,0.11,0.11,0.3,0.3,0.2,0.04,0.03,0.06,0.04,0.06,0,0,6,2,0,33.3,0.65,0.22,0.17,0.5,0.3,0.3,0.06,0.7,0.7,429,517,83,8459,2305,7,13,53.8,309,350,88.3,113,154,73.4,0,0.2,-0.2,6,46,9,1,47,505,12,10,2,86,9,4,0,0,0,0,393,43,81,54,421,33,2,2,429,0,8,7,4,10,1.09,9,0,0,1,0,0,0,0,0,0,0,0,0,22,13,8,12,2,4,13,30.8,9,210,40,19,81,110,19,9,5,0,4,20,20,0,604,18,142,384,122,7,596,8,13,61.5,8,0,427,2185,980,439,404,92,8,7,12,10,0,0,0,0,114,8,5,61.5
563,Cristian Techera\Cristian-Techera,uy URU,FWMF,Vancouver,25,1992,21,16,1344,8,1,1,1,7,1,0.54,0.07,0.6,0.47,0.54,6.7,5.9,2.6,0.45,0.17,0.62,0.4,0.57,1,1,40,17,5,42.5,2.68,1.14,0.18,0.41,6.7,5.9,0.15,1.3,1.1,262,418,62.7,4839,1508,3,19,15.8,202,254,79.5,57,145,39.3,1,2.6,-1.6,19,21,13,5,46,360,58,18,4,68,27,84,33,0,0,0,214,60,144,307,74,22,7,5,262,6,17,6,17,35,2.34,18,5,6,3,3,3,0.2,0,0,2,1,0,0,7,5,3,2,2,2,22,9.1,20,259,40,15.4,89,103,67,18,2,0,16,6,19,0,598,18,103,215,319,61,541,16,33,48.5,19,1,409,2539,1421,539,388,72,27,27,16,25,6,0,0,0,98,4,19,17.4
564,Russell Teibert\Russell-Teibert,ca CAN,MF,Vancouver,25,1992,23,17,1606,1,0,0,0,3,0,0.06,0,0.06,0.06,0.06,0.4,0.4,1.2,0.02,0.07,0.09,0.02,0.09,0,0,6,2,0,33.3,0.34,0.11,0.17,0.5,0.4,0.4,0.06,0.6,0.6,817,941,86.8,15790,4492,9,23,39.1,626,685,91.4,182,233,78.1,0,1.2,-1.2,12,74,12,2,71,899,42,26,0,115,25,16,5,0,0,0,753,51,137,749,148,30,6,0,817,6,15,14,17,32,1.79,31,0,1,0,0,3,0.17,3,0,0,0,0,0,31,18,18,12,1,11,49,22.4,38,438,78,17.8,196,191,51,24,4,0,20,37,13,0,1071,45,282,621,208,13,1031,7,9,77.8,8,0,744,3340,1416,755,714,94.6,16,7,24,8,2,0,0,0,200,8,11,42.1
565,Ryan Telfer\Ryan-Telfer,tt TRI,DFFW,Toronto FC,23,1994,15,9,815,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,0.4,0.4,1.6,0.04,0.17,0.21,0.04,0.21,0,0,8,2,0,25,0.88,0.22,0.13,0.5,0.4,0.4,0.05,0.6,0.6,257,374,68.7,4693,1417,2,20,10,206,260,79.2,49,94,52.1,1,1.6,-0.6,12,16,8,6,31,331,43,7,0,74,15,49,1,0,0,0,209,58,107,227,83,17,35,1,257,3,7,7,21,23,2.54,15,2,3,0,3,2,0.22,1,0,0,0,1,0,14,9,7,5,2,2,10,20,8,159,44,27.7,55,68,36,6,1,0,5,7,15,1,471,13,98,196,196,34,430,16,31,51.6,17,0,334,2236,1326,379,311,82.1,17,9,8,9,3,1,0,0,67,14,10,58.3
566,Jérôme Thiesson\Jerome-Thiesson,ch SUI,DF,Minnesota,30,1987,14,13,1106,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1.2,0,0.09,0.1,0,0.1,0,0,3,0,0,0,0.24,0,0,,0.1,0.1,0.02,-0.1,-0.1,485,645,75.2,8683,4068,4,17,23.5,391,461,84.8,90,167,53.9,0,1.2,-1.2,12,30,13,9,77,529,116,7,1,92,11,43,2,0,0,0,372,122,151,152,341,38,107,1,485,5,24,10,17,14,1.14,14,0,0,0,0,1,0.08,1,0,0,0,0,0,19,5,16,3,0,8,21,38.1,13,214,49,22.9,130,65,19,26,6,0,20,27,45,0,770,54,282,328,202,14,655,13,18,72.2,13,0,438,2204,1211,462,430,93.1,6,6,16,4,1,0,1,0,111,14,7,66.7
567,Tommy Thompson\Tommy-Thompson,us USA,MFFW,San Jose,22,1995,14,6,634,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.8,0.09,0.11,0.21,0.09,0.21,0,0,10,4,0,40,1.42,0.57,0,0,0.6,0.6,0.06,-0.6,-0.6,232,281,82.6,3803,882,2,12,16.7,201,226,88.9,29,43,67.4,0,0.8,-0.8,7,15,7,0,23,265,16,4,0,42,5,13,6,0,0,0,231,23,27,32,237,5,6,0,232,0,3,4,12,21,2.98,14,0,1,0,6,1,0.14,0,0,0,0,1,0,13,8,8,3,2,5,6,83.3,1,124,30,24.2,48,59,17,14,1,0,13,8,3,0,367,8,73,151,182,33,353,9,12,75,9,0,297,2138,1280,292,244,83.6,10,17,8,17,0,1,0,0,62,1,6,14.3
568,Chris Tierney\Chris-Tierney,us USA,DF,New England,32,1986,6,3,311,1,0,0,0,1,0,0.29,0,0.29,0.29,0.29,0.2,0.2,0.6,0.05,0.17,0.22,0.05,0.22,0,0,2,2,1,100,0.58,0.58,0.5,0.5,0.2,0.2,0.08,0.8,0.8,147,209,70.3,2975,1731,2,5,40,113,133,85,32,71,45.1,0,0.6,-0.6,4,11,2,0,43,145,64,16,0,27,12,26,10,0,0,0,102,38,69,129,32,7,38,0,147,0,8,4,2,8,2.32,4,3,1,0,0,0,0,0,0,0,0,0,0,8,5,5,2,1,3,12,25,9,51,10,19.6,19,20,12,8,2,0,6,3,3,0,242,12,55,121,81,4,178,3,4,75,3,0,129,727,424,122,111,91,5,5,4,2,0,0,1,0,39,3,2,60
569,Anton Tinnerholm\Anton-Tinnerholm,se SWE,DF,NYCFC,26,1991,31,31,2696,4,5,0,0,5,0,0.13,0.17,0.3,0.13,0.3,2,2,2.7,0.07,0.09,0.16,0.07,0.16,0,0,36,10,0,27.8,1.2,0.33,0.11,0.4,2,2,0.06,2,2,1421,1793,79.3,27381,10608,9,40,22.5,1105,1304,84.7,307,449,68.4,5,2.7,2.3,31,118,36,13,253,1481,312,30,3,246,25,69,2,0,0,0,1158,300,335,260,1140,101,279,1,1421,3,34,38,56,64,2.21,46,5,6,4,3,8,0.28,3,1,2,2,0,0,38,22,22,10,6,19,44,43.2,25,288,77,26.7,152,86,50,45,8,0,37,44,51,0,2031,77,630,941,593,63,1724,17,31,54.8,17,0,1259,7106,4139,1337,1257,94,27,9,33,25,1,0,0,0,291,14,20,41.2
570,Donny Toia\Donny-Toia,us USA,DF,Orlando City,25,1992,4,3,237,0,1,0,0,0,0,0,0.38,0.38,0,0.38,0,0,0.1,0.01,0.04,0.06,0.01,0.06,0,0,1,0,0,0,0.38,0,0,,0,0,0.04,0,0,105,132,79.5,1860,755,0,4,0,87,102,85.3,18,26,69.2,1,0.1,0.9,1,11,1,0,19,108,24,2,0,17,2,2,0,0,0,0,87,17,28,89,13,2,22,0,105,2,2,3,5,1,0.38,1,0,0,0,0,1,0.38,1,0,0,0,0,0,6,5,2,1,3,4,10,40,6,63,18,28.6,35,16,12,10,0,0,10,4,9,0,166,9,50,76,48,2,142,1,2,50,1,0,88,345,223,102,87,85.3,2,2,6,2,0,0,0,0,26,7,2,77.8
571,Nouhou Tolo\Nouhou-Tolo,cm CMR,DF,Seattle,20,1997,28,23,2036,0,0,0,0,8,0,0,0,0,0,0,0.7,0.7,1.2,0.03,0.05,0.08,0.03,0.08,0,0,16,3,0,18.8,0.71,0.13,0,0,0.7,0.7,0.04,-0.7,-0.7,1095,1378,79.5,18893,5681,15,52,28.8,907,1048,86.5,173,278,62.2,0,1.2,-1.2,16,60,14,10,103,1181,197,7,0,195,39,68,1,0,0,0,904,218,256,956,165,44,189,8,1095,2,26,24,56,40,1.77,27,4,3,3,3,4,0.18,2,2,0,0,0,0,54,22,36,13,5,14,34,41.2,20,293,80,27.3,200,59,34,44,8,1,36,46,76,1,1658,106,520,779,470,33,1464,25,32,78.1,26,0,1083,5791,3461,1108,1001,90.3,23,17,22,28,4,0,1,0,231,24,15,61.5
572,Román Torres\Roman-Torres,pa PAN,DF,Seattle,31,1986,13,7,692,0,0,0,0,1,0,0,0,0,0,0,0.9,0.9,0.1,0.11,0.01,0.12,0.11,0.12,0,0,7,0,0,0,0.91,0,0,,0.9,0.9,0.12,-0.9,-0.9,248,318,78,5621,2346,3,4,75,159,181,87.8,86,133,64.7,0,0.1,-0.1,1,20,1,1,18,313,5,5,0,52,15,3,0,0,0,0,210,34,74,23,265,17,0,3,248,1,7,4,3,3,0.39,2,0,0,1,0,1,0.13,0,0,0,1,0,0,9,7,6,3,0,5,16,31.3,11,73,29,39.7,55,13,5,9,5,0,4,9,46,1,394,56,235,154,20,10,389,0,0,,0,0,245,1257,630,241,233,96.7,0,1,6,2,0,0,0,0,82,16,11,59.3
573,Mason Toye\Mason-Toye,us USA,FW,Minnesota,19,1998,17,2,351,0,0,0,0,3,1,0,0,0,0,0,1.7,1.7,0.1,0.44,0.03,0.47,0.44,0.47,0,0,12,5,0,41.7,3.08,1.28,0,0,1.7,1.7,0.14,-1.7,-1.7,55,84,65.5,813,79,4,9,44.4,46,64,71.9,5,11,45.5,0,0.1,-0.1,2,0,4,0,4,79,5,0,0,22,2,4,0,0,0,0,49,19,16,16,54,8,0,3,55,0,3,3,7,7,1.79,5,0,2,0,0,1,0.26,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,83,20,24.1,1,41,41,5,0,0,5,2,2,0,147,2,6,63,86,22,142,7,8,87.5,7,0,98,678,325,227,113,49.8,22,11,11,4,4,0,0,0,15,5,15,25
574,Wil Trapp\Wil-Trapp,us USA,MF,Columbus,25,1993,30,29,2619,1,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07,0.2,0.2,1.3,0.01,0.04,0.05,0.01,0.05,0,0,10,4,0,40,0.34,0.14,0.1,0.25,0.2,0.2,0.02,0.8,0.8,1830,2070,88.4,39285,13213,7,23,30.4,1281,1383,92.6,542,664,81.6,1,1.3,-0.3,21,244,22,0,220,2000,70,59,4,254,61,9,3,0,0,0,1617,170,283,187,1787,68,7,7,1830,9,32,36,19,49,1.68,41,3,3,0,2,3,0.1,3,0,0,0,0,0,51,34,29,16,6,13,46,28.3,33,466,130,27.9,205,205,56,43,9,0,34,44,43,0,2294,96,765,1408,282,3,2229,25,27,92.6,25,1,1693,7277,3968,1799,1732,96.3,12,20,31,31,0,0,1,0,292,17,22,43.6
575,Auston Trusty\Auston-Trusty,us USA,DF,Philadelphia,19,1998,34,34,3060,1,0,0,0,4,0,0.03,0,0.03,0.03,0.03,0.7,0.7,0.2,0.02,0,0.03,0.02,0.03,0,0,10,2,0,20,0.29,0.06,0.1,0.5,0.7,0.7,0.07,0.3,0.3,1163,1501,77.5,27430,9659,5,26,19.2,705,819,86.1,453,656,69.1,0,0.2,-0.2,3,102,2,0,95,1477,24,18,0,162,41,8,0,0,0,0,1015,114,372,1121,202,126,6,3,1163,5,62,18,21,11,0.32,9,1,0,1,0,1,0.03,0,1,0,0,0,0,56,37,38,16,2,23,51,45.1,28,257,81,31.5,153,91,13,66,25,1,41,72,174,1,1864,223,991,938,73,22,1840,14,19,73.7,15,0,1149,7245,3712,1130,1111,98.3,10,9,41,16,1,0,1,1,367,59,29,67
576,Bill Tuiloma\Bill-Tuiloma,nz NZL,DF,Portland,22,1995,13,7,717,1,0,0,0,0,0,0.13,0,0.13,0.13,0.13,0.4,0.4,0,0.05,0.01,0.05,0.05,0.05,0,0,9,3,0,33.3,1.13,0.38,0.11,0.33,0.4,0.4,0.04,0.6,0.6,245,296,82.8,5722,2018,3,6,50,158,182,86.8,84,108,77.8,0,0,0,1,16,1,0,20,276,20,7,0,44,16,3,0,0,0,0,182,39,75,42,212,20,13,1,245,1,5,2,4,7,0.88,6,1,0,0,0,0,0,0,0,0,0,0,0,10,6,9,1,0,6,12,50,6,60,18,30,43,13,4,10,3,0,7,16,51,1,383,62,204,163,39,11,364,2,2,100,2,0,208,1153,585,221,208,94.1,4,0,4,4,0,0,0,1,75,20,10,66.7
577,Matt Turner\Matt-Turner,us USA,GK,New England,23,1994,27,27,2430,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,578,789,73.3,19662,12101,1,1,100,225,230,97.8,352,558,63.1,0,0,0,1,15,0,0,2,535,254,60,0,46,32,0,0,0,0,0,386,60,343,72,510,0,1,166,578,0,31,3,0,5,0.19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,1,0,1,854,685,851,2,1,1,601,0,0,,0,0,405,2144,1292,297,297,100,0,0,0,4,0,0,0,0,150,0,0,
578,Ema Twumasi\Ema-Twumasi,gh GHA,FW,FC Dallas,20,1997,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.17,0,0.17,0.17,0.17,0,0,1,0,0,0,2,0,0,,0.1,0.1,0.09,-0.1,-0.1,8,12,66.7,122,28,1,2,50,7,9,77.8,0,1,0,0,0,0,0,1,0,0,2,11,1,0,0,0,0,1,0,0,0,0,6,4,2,1,8,1,1,1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,,0,11,4,36.4,5,6,0,0,0,0,0,1,0,0,16,0,3,9,6,2,15,0,0,,0,0,10,54,12,13,9,69.2,2,1,1,0,0,0,0,0,4,1,0,100
579,Victor Ulloa\Victor-Ulloa,us USA,MF,FC Dallas,25,1992,27,25,2166,1,2,0,0,1,0,0.04,0.08,0.12,0.04,0.12,0.8,0.8,1.6,0.03,0.07,0.1,0.03,0.1,0,0,12,3,2,25,0.5,0.12,0.08,0.33,0.8,0.8,0.07,0.2,0.2,1032,1251,82.5,18226,5329,8,17,47.1,847,948,89.3,177,286,61.9,2,1.6,0.4,31,91,12,0,113,1156,95,56,2,161,22,32,25,0,0,0,931,100,220,136,1005,81,10,6,1032,7,25,19,12,60,2.6,48,9,2,0,1,2,0.09,2,0,0,0,0,0,46,37,24,18,4,12,32,37.5,20,319,80,25.1,158,120,41,44,13,0,31,39,44,0,1465,55,378,842,313,19,1376,8,8,100,8,1,978,3689,1750,1002,942,94,18,20,17,16,0,0,1,0,240,15,17,46.9
580,Marco Ureña\Marco-Urena,cr CRC,FW,Los Angeles FC,27,1990,18,11,1016,1,4,0,1,0,0,0.09,0.35,0.44,0.09,0.44,5,4.2,2.1,0.44,0.19,0.63,0.37,0.56,0,1,26,11,0,42.3,2.3,0.97,0.04,0.09,5,4.2,0.16,-4,-3.2,206,280,73.6,3256,361,8,17,47.1,169,224,75.4,29,39,74.4,4,2.1,1.9,26,11,5,1,13,254,26,0,0,51,4,3,0,0,0,0,235,29,16,59,199,13,1,6,206,0,5,13,14,50,4.43,35,0,4,5,5,9,0.8,5,0,0,2,1,1,4,3,1,1,2,2,5,40,3,123,37,30.1,2,52,69,8,0,0,8,3,9,0,405,9,18,153,251,80,379,16,25,64,18,2,325,1741,901,491,318,64.8,30,26,11,9,6,1,0,0,32,5,22,18.5
581,Maximiliano Urruti\Maximiliano-Urruti,ar ARG,FWMF,FC Dallas,26,1991,33,30,2733,8,7,0,0,3,0,0.26,0.23,0.49,0.26,0.49,10.5,10.5,4.1,0.36,0.14,0.49,0.36,0.49,0,0,117,34,0,29.1,3.85,1.12,0.07,0.24,10.5,10.5,0.09,-2.5,-2.5,579,770,75.2,10776,3170,14,34,41.2,448,547,81.9,117,189,61.9,7,4.1,2.9,41,68,38,3,105,676,94,13,10,149,25,52,29,0,0,0,582,67,121,48,707,5,3,6,579,3,23,18,23,100,3.4,61,6,10,14,9,16,0.54,8,2,1,2,3,0,50,35,11,23,16,8,35,22.9,27,862,165,19.1,86,413,363,38,2,0,36,17,16,0,1158,16,108,487,669,165,1066,44,60,73.3,46,0,877,6531,3338,1091,762,69.8,64,51,31,48,13,3,0,0,168,5,22,18.5
582,Zarek Valentin\Zarek-Valentin,us USA,DF,Portland,26,1991,32,30,2723,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,1.5,0.01,0.05,0.06,0.01,0.06,0,0,12,0,0,0,0.4,0,0,,0.3,0.3,0.03,-0.3,-0.3,1206,1491,80.9,25932,10678,5,24,20.8,866,988,87.7,335,479,69.9,0,1.5,-1.5,26,134,29,9,209,1255,236,16,2,208,35,41,0,0,0,0,911,260,320,261,925,64,220,6,1206,9,34,26,28,53,1.75,51,1,0,0,1,3,0.1,3,0,0,0,0,0,76,38,51,21,4,32,49,65.3,17,435,114,26.2,291,100,44,73,10,0,63,54,88,0,1777,106,588,898,375,20,1544,16,22,72.7,16,0,1067,5088,3063,1023,970,94.8,7,15,23,16,1,0,0,0,287,28,30,48.3
583,Milton Valenzuela\Milton-Valenzuela,ar ARG,DF,Columbus,19,1998,30,29,2553,1,3,0,0,6,0,0.04,0.11,0.14,0.04,0.14,1.1,1.1,4.1,0.04,0.14,0.18,0.04,0.18,0,0,18,5,1,27.8,0.63,0.18,0.06,0.2,1.1,1.1,0.06,-0.1,-0.1,1236,1608,76.9,23464,9126,13,50,26,946,1123,84.2,277,435,63.7,3,4.1,-1.1,33,81,42,22,201,1347,261,23,2,227,32,89,2,0,0,0,945,280,383,1149,151,57,236,2,1236,5,34,35,56,60,2.12,53,1,3,3,0,8,0.28,7,0,1,0,0,0,79,49,52,20,7,41,75,54.7,34,407,127,31.2,234,115,58,64,8,0,56,45,40,1,1908,66,590,795,650,70,1657,31,62,50,36,2,1237,5848,3657,1300,1194,91.8,37,24,29,27,1,0,0,0,233,16,22,42.1
