Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,PKMade,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,SbortCmp,ShortAtt,ShortCmp%,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,3-Jan,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWon,AerialLost,AerialWon%
21,Ayo Akinola\Ayo-Akinola,us USA,FWMF,Toronto FC,18,2000,4,0,49,0,1,0,0,0,0,0,1.84,1.84,0,1.84,0,0,0.3,0,0.47,0.47,0,0.47,0,0,0,0,0,,0,0,,,0,0,,0,0,19,22,86.4,394,73,0,0,,13,15,86.7,6,7,85.7,1,0.3,0.7,2,3,1,0,3,22,0,0,1,4,1,1,0,0,0,0,18,2,2,3,19,0,0,0,19,0,0,0,0,4,7.35,2,0,1,0,1,1,1.84,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,16,2,12.5,0,6,10,1,0,0,1,0,0,0,32,0,0,10,25,4,32,4,4,100,4,0,31,159,58,43,28,65.1,1,6,2,2,1,0,0,0,3,0,2,0
22,Fatai Alashe\Fatai-Alashe,us USA,MF,San Jose,24,1993,12,2,362,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0.04,0.04,0,0.04,0,0,0,0,0,,0,0,,,0,0,,0,0,151,196,77,3262,958,1,4,25,104,125,83.2,46,67,68.7,0,0.2,-0.2,1,16,1,1,12,188,8,7,0,31,4,3,0,0,0,0,142,27,27,18,165,11,1,1,151,2,6,1,5,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,12,6,7,4,1,7,15,46.7,8,118,15,12.7,50,62,6,12,0,0,12,15,11,0,245,19,97,138,30,2,237,2,2,100,2,0,141,924,400,159,145,91.2,2,1,9,6,0,0,0,0,42,1,6,14.3
23,Romain Alessandrini\Romain-Alessandrini,fr FRA,FWMF,LA Galaxy,28,1989,26,23,1909,11,8,1,1,7,0,0.52,0.38,0.9,0.47,0.85,5.2,4.5,6.1,0.25,0.29,0.53,0.21,0.5,1,1,64,23,4,35.9,3.02,1.08,0.16,0.43,5.2,4.5,0.07,5.8,5.5,610,926,65.9,10777,4179,15,36,41.7,483,621,77.8,112,269,41.6,8,6.1,1.9,44,43,38,17,134,768,158,26,7,137,56,193,82,5,0,0,541,124,261,720,135,12,48,7,610,12,19,18,46,86,4.05,43,21,9,5,8,18,0.85,6,4,3,2,3,0,35,23,11,15,9,7,34,20.6,27,428,108,25.2,94,196,138,27,0,0,27,11,8,0,1239,18,132,457,735,92,1088,39,86,45.3,48,3,931,5477,3296,1102,858,77.9,55,44,35,33,7,1,1,0,132,7,27,20.6
24,Eric Alexander\Eric-Alexander,us USA,MF,Houston,29,1988,21,20,1655,1,0,0,0,4,1,0.05,0,0.05,0.05,0.05,0.7,0.7,0.8,0.04,0.04,0.08,0.04,0.08,0,0,7,1,0,14.3,0.38,0.05,0.14,1,0.7,0.7,0.09,0.3,0.3,698,812,86,14296,3227,8,17,47.1,503,559,90,187,236,79.2,0,0.8,-0.8,10,84,12,0,65,789,23,12,2,142,39,12,9,0,0,0,619,65,128,142,631,31,1,1,698,0,12,10,9,24,1.31,21,2,1,0,0,2,0.11,2,0,0,0,0,0,23,16,14,8,1,7,29,24.1,22,333,78,23.4,129,177,27,15,2,0,13,23,16,1,921,27,172,621,186,8,899,15,17,88.2,15,0,690,3357,1367,637,609,95.6,7,15,17,11,0,0,0,0,203,7,11,38.9
25,Tony Alfaro\Tony-Alfaro,us USA,DF,Seattle,24,1993,4,3,220,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0,0,1,0,0,0,0.41,0,0,,0,0,0.03,0,0,76,101,75.2,1602,760,0,2,0,56,67,83.6,20,32,62.5,0,0,0,0,8,0,0,11,98,3,1,0,9,3,0,0,0,0,0,61,14,26,74,10,12,2,1,76,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,2,2,5,40,3,23,8,34.8,10,9,4,5,1,0,4,8,15,0,127,13,63,67,7,1,124,0,0,,0,0,72,410,217,73,72,98.6,1,0,7,0,0,0,0,0,25,3,1,75
26,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Atlanta,23,1994,32,32,2756,12,11,4,5,4,0,0.39,0.36,0.75,0.26,0.62,15,11.2,10.1,0.49,0.33,0.82,0.37,0.7,4,5,126,45,4,35.7,4.11,1.47,0.06,0.18,15,11.2,0.09,-3,-3.2,1276,1651,77.3,24267,6429,16,56,28.6,950,1155,82.3,310,440,70.5,11,10.1,0.9,71,140,73,16,222,1512,139,42,13,169,56,123,75,0,0,0,1345,112,194,1484,120,22,10,12,1276,12,36,26,60,178,5.81,108,23,17,13,17,27,0.88,18,0,1,3,5,0,47,38,17,17,13,8,28,28.6,20,393,96,24.4,89,172,132,26,2,0,24,25,2,0,2092,14,167,917,1241,182,1966,71,125,56.8,78,5,1724,13889,8585,1848,1652,89.4,81,47,35,66,13,3,0,0,198,3,6,33.3
27,Osvaldo Alonso\Osvaldo-Alonso,cu CUB,MF,Seattle,32,1985,25,21,1838,0,0,0,0,6,0,0,0,0,0,0,1.2,1.2,0.5,0.06,0.02,0.08,0.06,0.08,0,0,13,2,1,15.4,0.64,0.1,0,0,1.2,1.2,0.09,-1.2,-1.2,1260,1379,91.4,26148,7820,16,24,66.7,909,974,93.3,335,381,87.9,0,0.5,-0.5,13,195,13,2,153,1331,48,39,0,150,85,13,0,0,0,0,1122,95,162,156,1163,35,9,2,1260,3,5,21,10,44,2.15,37,0,3,2,2,5,0.24,5,0,0,0,0,0,60,45,38,22,0,20,44,45.5,24,302,90,29.8,142,135,25,31,14,1,17,27,27,0,1587,73,398,1020,294,9,1550,33,50,66,35,1,1201,6719,3044,1222,1189,97.3,12,21,34,33,1,0,0,0,212,15,3,83.3
28,Jozy Altidore\Jozy-Altidore,us USA,FW,Toronto FC,28,1989,13,12,871,7,0,2,2,3,1,0.72,0,0.72,0.52,0.52,6.1,4.6,0.4,0.63,0.04,0.68,0.48,0.52,2,2,25,7,0,28,2.58,0.72,0.2,0.71,6.1,4.6,0.18,0.9,0.4,234,322,72.7,3738,684,7,13,53.8,198,265,74.7,29,44,65.9,0,0.4,-0.4,5,20,9,2,22,309,13,0,3,73,12,9,0,0,0,0,230,51,41,54,229,24,3,4,234,1,4,8,7,25,2.58,20,0,2,1,2,5,0.52,3,0,1,0,1,0,2,0,1,0,1,1,2,50,1,75,22,29.3,5,30,40,5,1,0,4,2,2,0,433,3,11,186,251,51,418,11,21,52.4,12,0,335,1138,425,512,359,70.1,27,15,20,12,11,1,0,0,38,9,11,45
29,Arturo Alvarez\Arturo-Alvarez,sv SLV,FWMF,Houston,32,1985,18,2,355,0,1,0,0,1,0,0,0.25,0.25,0,0.25,0.6,0.6,0.8,0.14,0.19,0.33,0.14,0.33,0,0,8,4,0,50,2.03,1.01,0,0,0.6,0.6,0.07,-0.6,-0.6,138,195,70.8,2671,732,0,2,0,102,135,75.6,36,58,62.1,1,0.8,0.2,14,13,8,0,22,172,23,5,2,24,9,21,9,0,0,0,131,22,42,147,30,5,6,5,138,4,5,1,4,19,4.82,12,4,1,1,1,4,1.01,2,0,0,1,1,0,9,5,2,3,4,1,11,9.1,10,71,19,26.8,17,29,25,4,0,0,4,2,3,0,240,4,27,90,135,18,217,8,12,66.7,10,0,163,942,500,206,164,79.6,9,4,6,5,2,1,1,0,33,3,5,37.5
30,Eloi Amagat\Eloi-Amagat,es ESP,MF,NYCFC,32,1985,8,5,430,0,0,0,0,0,1,0,0,0,0,0,0.2,0.2,0.5,0.04,0.11,0.15,0.04,0.15,0,0,5,1,0,20,1.05,0.21,0,0,0.2,0.2,0.04,-0.2,-0.2,273,327,83.5,5031,1583,2,3,66.7,217,250,86.8,54,74,73,0,0.5,-0.5,8,44,10,1,53,323,4,4,0,37,6,7,0,0,0,0,258,25,44,21,288,11,0,1,273,2,9,8,7,15,3.14,13,1,0,0,1,0,0,0,0,0,0,0,0,13,6,5,5,3,6,23,26.1,17,91,25,27.5,26,52,13,11,0,0,11,8,1,0,386,3,64,257,97,1,383,7,10,70,8,1,297,1524,728,283,266,94,7,2,8,9,0,0,0,0,77,7,5,58.3
31,Quincy Amarikwa\Quincy-Amarikwa,us USA,FW,Montreal,30,1987,10,7,641,1,0,0,0,0,0,0.14,0,0.14,0.14,0.14,2.7,2.7,0.3,0.38,0.05,0.42,0.38,0.42,0,0,20,7,0,35,2.81,0.98,0.05,0.14,2.7,2.7,0.13,-1.7,-1.7,82,120,68.3,1414,223,0,9,0,67,88,76.1,15,23,65.2,0,0.3,-0.3,3,3,4,2,8,107,13,0,0,21,1,2,0,0,0,0,77,23,20,19,77,13,1,6,82,0,3,3,5,11,1.54,8,0,0,3,0,1,0.14,0,0,0,1,0,0,8,8,1,2,5,1,4,25,3,93,15,16.1,6,59,28,1,0,0,1,1,2,0,209,2,9,87,121,40,196,4,9,44.4,4,1,149,846,400,259,158,61,26,15,12,12,13,0,0,0,22,7,13,35
32,Quincy Amarikwa\Quincy-Amarikwa,us USA,FWMF,San Jose,30,1987,14,1,280,0,2,0,0,1,0,0,0.64,0.64,0,0.64,0.6,0.6,0.6,0.18,0.2,0.38,0.18,0.38,0,0,8,3,0,37.5,2.57,0.96,0,0,0.6,0.6,0.07,-0.6,-0.6,55,77,71.4,985,239,1,1,100,45,60,75,9,16,56.3,2,0.6,1.4,7,4,6,0,11,72,5,1,1,18,1,4,0,0,0,0,42,20,15,18,40,8,3,0,55,0,2,2,1,15,4.82,14,0,0,0,1,3,0.96,3,0,0,0,0,0,4,2,1,2,1,0,1,0,1,38,8,21.1,3,14,21,4,1,0,3,2,0,0,123,0,4,41,87,19,118,6,10,60,6,0,82,565,299,161,85,52.8,7,6,14,13,4,0,0,0,17,9,5,64.3
33,Mikey Ambrose\Mikey-Ambrose,us USA,DFMF,Atlanta,24,1993,9,8,729,0,1,0,0,1,0,0,0.12,0.12,0,0.12,0.2,0.2,0.7,0.03,0.08,0.11,0.03,0.11,0,0,5,0,0,0,0.62,0,0,,0.2,0.2,0.05,-0.2,-0.2,362,441,82.1,6130,2351,1,6,16.7,314,353,89,47,82,57.3,1,0.7,0.3,8,29,11,4,51,382,59,5,1,61,6,27,1,0,0,0,302,30,109,321,42,18,53,0,362,1,5,5,10,11,1.36,9,1,0,0,1,2,0.25,2,0,0,0,0,0,15,2,13,1,1,9,17,52.9,8,57,13,22.8,44,11,2,21,3,1,18,9,13,0,509,21,146,217,185,12,451,5,6,83.3,5,0,327,1765,1072,351,327,93.2,5,3,4,6,1,0,0,0,70,7,2,77.8
34,Michael Amir Murillo\Michael-Amir-Murillo,pa PAN,DF,NY Red Bulls,21,1996,23,21,1936,1,3,0,0,5,1,0.05,0.14,0.19,0.05,0.19,1.5,1.5,3.4,0.07,0.16,0.23,0.07,0.23,0,0,18,5,2,27.8,0.84,0.23,0.06,0.2,1.5,1.5,0.08,-0.5,-0.5,865,1226,70.6,14275,7483,10,43,23.3,745,952,78.3,110,231,47.6,3,3.4,-0.4,21,69,25,12,210,978,248,11,1,186,26,70,0,0,0,0,678,240,308,69,798,84,237,2,865,2,37,48,41,36,1.67,25,7,1,2,1,6,0.28,4,1,0,1,0,0,48,30,22,20,6,18,42,42.9,24,270,80,29.6,129,98,43,30,1,0,29,35,43,2,1484,59,347,708,533,54,1237,37,53,69.8,40,2,854,5366,3554,851,745,87.5,29,31,36,25,0,0,0,0,314,44,23,65.7
35,Emiliano Amor\Emiliano-Amor,ar ARG,DF,Sporting KC,22,1995,5,3,333,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.3,0.01,0.08,0.09,0.01,0.09,0,0,2,0,0,0,0.54,0,0,,0.1,0.1,0.03,-0.1,-0.1,151,187,80.7,3445,1149,1,1,100,98,113,86.7,52,73,71.2,0,0.3,-0.3,3,21,2,0,11,182,5,5,1,25,6,0,0,0,0,0,118,35,34,41,120,19,0,1,151,0,10,4,1,5,1.35,5,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,3,0,5,11,45.5,6,42,15,35.7,32,7,3,4,3,0,1,12,21,0,228,26,109,132,9,1,223,0,3,0,2,0,120,797,542,134,130,97,0,1,2,2,0,0,0,0,48,11,7,61.1
36,Vytas Andriuškevičius\Vytas-Andriuskevicius,lt LTU,DFFW,Portland,27,1990,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,14,19,73.7,244,75,0,0,,13,14,92.9,1,5,20,0,0,0,0,1,0,0,3,16,3,0,0,3,1,1,0,0,0,0,10,4,5,13,2,1,3,0,14,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,20,3,2,0,0,0,0,0,0,5,0,24,1,7,13,5,0,21,0,0,,0,0,14,114,51,13,12,92.3,0,0,1,0,0,0,0,0,4,1,1,50
37,Isaac Angking\Isaac-Angking,us USA,MFFW,New England,18,2000,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.4,1.3,0.97,2.26,1.3,2.26,0,0,1,0,0,0,2.31,0,0,,0.6,0.6,0.56,-0.6,-0.6,12,15,80,279,87,0,0,,9,11,81.8,3,4,75,0,0.4,-0.4,2,1,0,0,1,13,2,0,0,1,1,1,1,0,0,0,7,2,6,10,0,1,1,2,12,0,0,0,1,3,6.92,3,0,0,0,0,1,2.31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,3,20,6,7,2,2,0,0,2,1,1,0,25,3,8,5,12,4,23,0,1,0,1,1,9,23,14,13,12,92.3,3,0,0,0,0,0,0,0,6,2,0,100
38,Jalil Anibaba\Jalil-Anibaba,us USA,DF,New England,29,1988,31,29,2708,0,1,0,0,3,0,0,0.03,0.03,0,0.03,0.5,0.5,0.7,0.02,0.02,0.04,0.02,0.04,0,0,10,3,0,30,0.33,0.1,0,0,0.5,0.5,0.05,-0.5,-0.5,874,1188,73.6,21539,7549,5,19,26.3,497,617,80.6,372,552,67.4,1,0.7,0.3,7,90,5,2,89,1134,54,50,1,149,65,5,0,0,0,0,699,134,355,295,729,112,4,10,874,0,51,13,20,14,0.47,12,1,0,1,0,1,0.03,0,1,0,0,0,0,30,17,19,11,0,12,29,41.4,17,225,76,33.8,141,78,6,65,27,0,38,61,146,3,1477,153,745,735,74,28,1423,6,7,85.7,6,0,777,4373,1906,763,737,96.6,6,7,30,10,2,0,1,0,408,57,39,59.4
39,Pablo Aránguiz\Pablo-Aranguiz,cl CHI,FWMF,FC Dallas,20,1997,9,3,283,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,0.07,0.33,0.4,0.07,0.4,0,0,7,3,1,42.9,2.23,0.95,0,0,0.2,0.2,0.03,-0.2,-0.2,121,168,72,2151,656,2,7,28.6,96,114,84.2,23,47,48.9,0,1,-1,6,20,6,1,15,151,17,4,1,13,6,16,8,0,0,0,116,19,33,18,137,9,3,1,121,2,10,4,5,13,4.48,9,1,1,1,1,0,0,0,0,0,0,0,0,5,5,3,1,1,1,6,16.7,5,68,16,23.5,21,28,19,3,0,0,3,3,1,0,202,2,20,87,107,9,187,5,12,41.7,6,2,156,757,426,171,157,91.8,3,5,6,9,0,0,0,0,17,0,2,0
40,Victor Arboleda\Victor-Arboleda,co COL,FW,Portland,21,1997,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0.08,0,0,0,0,0,,0,0,,,0,0,,0,0,4,5,80,84,17,0,0,,3,4,75,1,1,100,0,0,0,1,0,1,1,1,5,0,0,0,0,0,1,0,0,0,0,4,0,1,0,4,0,0,1,4,0,1,0,0,2,5.63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,0,0,1,1,2,0,0,0,0,0,0,0,8,0,0,4,5,0,8,1,3,33.3,1,0,10,52,30,17,7,41.2,0,0,0,1,0,0,0,0,1,0,0,
41,Luis Argudo\Luis-Argudo,us USA,FWMF,Columbus,22,1995,18,6,634,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.9,0.09,0.12,0.21,0.09,0.21,0,0,11,2,0,18.2,1.56,0.28,0,0,0.6,0.6,0.06,-0.6,-0.6,260,326,79.8,4862,1119,7,21,33.3,194,221,87.8,59,84,70.2,0,0.9,-0.9,13,25,10,0,33,294,32,4,3,47,10,16,13,0,0,0,234,48,44,35,272,8,10,0,260,2,8,8,11,28,3.97,15,4,5,0,4,2,0.28,0,0,0,0,2,0,12,10,2,7,3,3,14,21.4,11,159,42,26.4,52,68,39,13,0,0,13,11,6,0,429,3,60,217,197,21,398,23,40,57.5,24,3,345,2407,1345,350,297,84.9,14,15,15,8,2,2,0,0,57,1,3,25
42,Samuel Armenteros\Samuel-Armenteros,se SWE,FW,Portland,27,1990,28,19,1585,8,1,0,0,2,0,0.45,0.06,0.51,0.45,0.51,6,6,2.3,0.34,0.13,0.47,0.34,0.47,0,0,41,18,0,43.9,2.33,1.02,0.2,0.44,6,6,0.15,2,2,291,393,74,4628,765,8,19,42.1,244,313,78,39,61,63.9,1,2.3,-1.3,18,15,12,3,24,356,37,3,5,65,8,11,0,0,0,0,286,67,40,278,78,20,4,7,291,0,6,8,16,48,2.73,36,0,7,2,2,7,0.4,2,0,2,1,1,1,9,4,1,4,4,2,8,25,6,237,55,23.2,13,119,105,7,1,0,6,4,21,0,609,26,43,274,332,84,575,29,53,54.7,32,1,468,2533,1202,811,474,58.4,47,42,18,26,17,0,0,0,53,11,28,28.2
43,Paul Arriola\Paul-Arriola,us USA,MFFW,D.C. United,22,1995,28,25,2177,7,6,0,0,7,1,0.29,0.25,0.54,0.29,0.54,3.9,3.9,3.7,0.16,0.15,0.32,0.16,0.32,0,0,38,19,0,50,1.57,0.79,0.18,0.37,3.9,3.9,0.1,3.1,3.1,860,1120,76.8,13643,4939,15,49,30.6,757,908,83.4,88,163,54,6,3.7,2.3,34,65,28,6,123,1055,65,6,5,182,16,41,2,0,0,0,848,101,171,231,762,54,48,4,860,0,17,30,40,68,2.81,57,1,4,3,3,13,0.54,10,0,1,1,1,0,44,29,23,15,6,18,52,34.6,34,560,126,22.5,175,226,159,34,4,0,30,24,14,0,1426,43,267,684,595,88,1364,29,65,44.6,33,0,1077,6986,4081,1242,1034,83.3,52,44,40,33,5,1,0,0,183,24,28,46.2
44,Artur\Artur,br BRA,MF,Columbus,21,1996,32,32,2780,0,1,0,0,5,0,0,0.03,0.03,0,0.03,2.1,2.1,1.1,0.07,0.04,0.1,0.07,0.1,0,0,42,9,0,21.4,1.36,0.29,0,0,2.1,2.1,0.05,-2.1,-2.1,1607,1880,85.5,32139,9206,16,34,47.1,1198,1348,88.9,393,498,78.9,1,1.1,-0.1,17,186,15,0,172,1838,42,34,4,255,59,24,1,0,0,0,1443,203,234,229,1571,61,5,7,1607,10,30,39,27,55,1.78,48,0,1,4,2,5,0.16,4,0,0,1,0,0,72,58,37,27,8,20,71,28.2,51,596,170,28.5,224,282,90,38,7,0,31,45,24,0,2164,72,568,1360,405,48,2130,28,44,63.6,31,1,1640,8657,4672,1717,1615,94.1,31,36,49,27,2,0,1,0,321,11,17,39.3
45,Yamil Asad\Yamil-Asad,ar ARG,MFFW,D.C. United,23,1994,30,27,2359,9,5,1,1,1,0,0.34,0.19,0.53,0.31,0.5,5.6,4.8,3,0.21,0.11,0.33,0.18,0.3,1,1,44,17,5,38.6,1.68,0.65,0.18,0.47,5.6,4.8,0.11,3.4,3.2,941,1234,76.3,17329,4887,17,49,34.7,741,883,83.9,183,302,60.6,5,3,2,29,82,25,4,139,1140,94,38,11,172,74,57,38,1,0,1,874,151,209,114,1019,62,18,9,941,7,28,25,34,69,2.63,43,11,3,3,9,11,0.42,9,0,0,0,2,0,42,32,24,12,6,23,69,33.3,46,608,140,23,190,271,147,54,5,0,49,26,23,0,1598,40,296,838,569,66,1513,25,49,51,27,1,1125,5360,2715,1347,1109,82.3,45,52,28,81,7,0,0,0,225,19,34,35.8
46,Carlos Ascues\Carlos-Ascues,pe PER,DFMF,Orlando City,25,1992,9,9,753,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.2,0.04,0.02,0.06,0.04,0.06,0,0,5,1,1,20,0.6,0.12,0,0,0.3,0.3,0.07,-0.3,-0.3,311,360,86.4,6745,2169,2,6,33.3,210,226,92.9,99,128,77.3,0,0.2,-0.2,4,26,0,0,22,352,8,7,0,29,14,1,0,0,0,0,281,20,59,45,297,14,1,0,311,1,7,4,4,8,0.96,7,0,0,1,0,0,0,0,0,0,0,0,0,16,11,11,5,0,4,9,44.4,5,106,32,30.2,66,30,10,23,11,0,12,16,35,0,463,65,244,203,45,6,456,3,3,100,3,0,317,1722,806,322,307,95.3,4,9,8,4,0,0,0,0,57,5,4,55.6
47,Dairon Asprilla\Dairon-Asprilla,co COL,FWMF,Portland,25,1992,17,7,693,1,0,1,1,3,0,0.13,0,0.13,0,0,2.6,1.8,1.5,0.33,0.2,0.53,0.23,0.43,1,1,22,7,0,31.8,2.86,0.91,0,0,2.6,1.8,0.08,-1.6,-1.8,159,213,74.6,2523,722,4,14,28.6,139,173,80.3,16,26,61.5,0,1.5,-1.5,7,15,5,1,26,201,12,0,0,54,5,12,0,0,0,0,155,29,29,17,163,11,6,2,159,1,7,9,11,20,2.6,14,0,1,3,2,3,0.39,2,0,0,1,0,0,9,6,2,2,5,3,10,30,7,163,34,20.9,32,65,66,7,3,0,4,6,6,0,349,9,30,136,216,55,336,16,33,48.5,17,0,268,2074,1269,385,257,66.8,43,19,17,12,8,0,0,0,48,19,23,45.2
48,Jeff Attinella\Jeff-Attinella,us USA,GK,Portland,29,1988,22,22,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,438,671,65.3,15990,11373,0,2,0,159,160,99.4,279,509,54.8,0,0.1,-0.1,1,11,0,0,0,416,255,61,0,24,21,0,0,0,0,0,246,49,376,36,446,1,0,151,438,4,21,3,4,3,0.14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,1,33.3,3,0,0,0,0,0,0,4,0,0,724,660,722,2,0,0,471,1,1,100,1,0,324,1668,1110,190,189,99.5,0,0,0,2,0,0,0,0,134,0,0,
49,Eduard Atuesta\Eduard-Atuesta,co COL,MF,Los Angeles FC,20,1997,25,16,1507,1,2,0,0,5,0,0.06,0.12,0.18,0.06,0.18,0.9,0.9,1.5,0.06,0.1,0.16,0.06,0.16,0,0,18,5,0,27.8,1.07,0.3,0.06,0.2,0.9,0.9,0.05,0.1,0.1,957,1090,87.8,17838,5473,6,19,31.6,761,833,91.4,190,238,79.8,2,1.5,0.5,14,110,15,1,110,1045,45,39,4,133,29,15,4,0,0,0,938,59,93,134,932,18,2,2,957,3,12,17,23,32,2.03,26,3,1,1,1,3,0.19,3,0,0,0,0,0,47,31,24,19,4,24,56,42.9,32,224,66,29.5,86,111,27,27,4,0,23,29,19,0,1281,37,353,791,239,18,1239,14,25,56,16,0,1004,4298,2171,997,952,95.5,16,30,30,20,0,0,1,0,164,3,7,30
50,Auro\Auro,br BRA,DFMF,Toronto FC,22,1996,18,16,1424,0,3,0,0,3,0,0,0.19,0.19,0,0.19,0.7,0.7,2,0.05,0.12,0.17,0.05,0.17,0,0,12,2,0,16.7,0.76,0.13,0,0,0.7,0.7,0.06,-0.7,-0.7,887,1106,80.2,15270,5887,14,47,29.8,732,837,87.5,141,222,63.5,3,2,1,16,71,22,12,106,930,176,20,1,206,35,52,1,0,0,0,722,180,204,82,843,21,155,2,887,1,11,25,40,43,2.72,35,1,3,3,1,5,0.32,3,0,1,0,1,0,43,29,26,9,8,15,30,50,15,263,77,29.3,126,100,37,26,1,0,25,23,27,0,1307,40,356,568,462,32,1138,34,64,53.1,36,1,955,5369,3170,880,823,93.5,18,26,16,24,0,1,0,0,185,5,14,26.3
51,Kwame Awuah\Kwame-Awuah,ca CAN,MFFW,NYCFC,22,1995,6,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.06,0.08,0.02,0.08,0,0,1,0,0,0,0.62,0,0,,0,0,0.03,0,0,103,110,93.6,1558,221,3,3,100,87,89,97.8,13,18,72.2,0,0.1,-0.1,3,5,1,0,5,108,2,2,0,14,2,0,0,0,0,0,99,6,5,85,23,1,0,0,103,1,2,1,0,3,1.85,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,0,2,31,4,12.9,12,14,5,1,1,0,0,1,1,0,120,4,14,92,21,1,118,1,2,50,1,0,101,327,138,112,108,96.4,1,1,5,1,0,0,0,0,5,1,0,100
52,Micheal Azira\Micheal-Azira,ug UGA,MF,Colorado,30,1987,5,3,275,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.03,0,0.03,0.03,0.03,0,0,1,0,0,0,0.33,0,0,,0.1,0.1,0.09,-0.1,-0.1,90,111,81.1,1790,395,2,2,100,66,70,94.3,22,39,56.4,0,0,0,0,5,0,0,9,104,7,7,0,21,4,0,0,0,0,0,76,11,24,11,95,3,0,1,90,1,1,2,0,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,0,1,4,25,3,123,23,18.7,53,65,5,7,3,0,4,4,9,0,136,15,50,84,17,2,131,0,0,,0,0,77,363,126,88,76,86.4,2,1,7,3,0,0,0,0,28,1,2,33.3
53,Micheal Azira\Micheal-Azira,ug UGA,MF,Montreal,30,1987,10,8,724,1,0,0,0,2,0,0.12,0,0.12,0.12,0.12,0.5,0.5,0,0.06,0.01,0.07,0.06,0.07,0,0,10,3,0,30,1.24,0.37,0.1,0.33,0.5,0.5,0.05,0.5,0.5,342,396,86.4,6439,2096,5,10,50,263,286,92,74,100,74,0,0,0,2,56,2,0,39,390,6,3,0,53,10,4,0,0,0,0,302,23,71,38,331,16,2,3,342,3,5,4,6,15,1.86,12,0,1,2,0,2,0.25,2,0,0,0,0,0,17,11,8,8,1,4,10,40,6,149,41,27.5,62,78,9,10,1,0,9,18,7,0,478,11,126,291,85,5,472,4,7,57.1,4,0,339,1531,651,356,327,91.9,8,3,14,5,0,0,0,0,84,7,7,50
