Rk,Player,Nation,Pos,Squad,Born,Min,CrdY,Ast,G-PK,xG,xA,npxG,npxG+xA,Sh/90,SoT/90,G/SoT,TotCmp%,TotDist,PrgDist,ShortCmp%,MedCmp%,LongCmp%,Prog,Live,Dead,TB,Press,Sw,Crs,Ground,Low,High,Left,Right
459,Cristian Penilla\Cristian-Penilla,ec ECU,MFFW,New England,1991,1784,2,0.25,0.3,0.32,0.25,0.32,0.58,2.93,1.01,0.3,71.7,9026,3251,18.9,81.2,54.3,107,663,37,4,119,30,64,433,125,142,67,591
460,Ricardo Pepi\Ricardo-Pepi,us USA,MFFW,FC Dallas,2003,78,0,0,0,0.37,0.85,0.37,1.22,2.31,1.15,0,72.7,229,58,0,78.9,50,1,21,1,0,6,0,0,12,6,4,0,17
461,Dion Pereira\Dion-Pereira,eng ENG,FWDF,Atlanta,1999,671,0,0.13,0,0.03,0.13,0.03,0.16,0.4,0.27,0,77.5,3429,687,0,86.3,54.5,25,248,10,0,56,7,20,190,29,39,210,36
462,Mauricio Pereyra\Mauricio-Pereyra,uy URU,MFFW,Orlando City,1990,392,1,0.46,0,0.02,0.36,0.02,0.38,0.69,0.23,0,76.7,3778,1261,50,84.8,61.5,40,233,24,2,48,8,15,172,28,57,22,224
463,Adrien Perez\Adrien-Perez,us USA,FW,Los Angeles FC,1995,215,0,0,0.42,0.61,0.08,0.61,0.69,2.93,1.26,0.33,69.5,1213,260,11.1,76.8,64.3,8,103,2,0,24,2,5,83,16,6,75,28
464,Javier Pérez\Javier-Perez,es ESP,MF,Los Angeles FC,1996,13,0,0,0,0.15,0.14,0.15,0.29,6.92,0,,95.2,383,138,,94.1,100,4,21,0,0,4,0,0,20,0,1,2,19
465,Joshua Pérez\Joshua-Perez,us USA,FWMF,Los Angeles FC,1998,457,0,0.2,0.2,0.56,0.09,0.56,0.65,2.36,0.98,0.2,84.3,1874,343,50,87.8,71.4,10,145,8,0,29,1,5,128,15,10,115,29
466,Ignacio Piatti\Ignacio-Piatti,ar ARG,FW,Montreal,1985,754,1,0.12,0.36,0.27,0.09,0.27,0.35,2.39,0.48,0.75,76.7,3564,752,54.5,80.7,68.4,17,235,14,0,44,10,9,158,48,43,49,188
467,Fafà Picault\Fafa-Picault,us USA,FW,Philadelphia,1991,1862,4,0.19,0.19,0.34,0.15,0.34,0.49,2.47,1.02,0.19,75,7212,1261,11.1,80.5,65.9,44,567,18,1,125,17,36,382,111,92,89,423
468,Samuel Piette\Samuel-Piette,ca CAN,MF,Montreal,1994,2219,6,0,0,0.02,0.03,0.02,0.05,0.53,0.08,0,84.8,26047,5370,35.3,88.1,81.1,98,1317,35,2,207,64,1,904,174,274,183,1051
469,Donovan Pines\Donovan-Pines,us USA,DF,D.C. United,1998,785,1,0.11,0,0.03,0.03,0.03,0.07,0.34,0,,81.7,5583,1899,36.4,88.2,72.8,20,315,19,0,41,12,0,221,45,68,78,193
470,Joao Plata\Joao-Plata,ec ECU,FWMF,Real Salt Lake,1992,317,0,0,0,0.42,0.11,0.21,0.32,3.97,0.85,0,71.7,2876,803,40,78.5,56.9,29,193,19,2,35,11,13,151,28,33,18,184
471,Florentin Pogba\Florentin-Pogba,gn GUI,DF,Atlanta,1990,783,2,0,0,0.01,0.03,0.01,0.04,0.34,0.11,0,83,8610,3406,25,93.1,68,42,434,49,1,53,14,6,312,71,100,371,46
472,Diego Polenta\Diego-Polenta,uy URU,DF,LA Galaxy,1992,2519,10,0.07,0.04,0.04,0.08,0.04,0.12,0.57,0.14,0.25,84,25182,11602,42.9,92.3,70.6,183,1296,75,9,155,49,43,940,149,282,1072,191
473,Andy Polo\Andy-Polo,pe PER,MFFW,Portland,1994,1047,1,0.09,0,0.06,0.1,0.06,0.16,1.29,0.26,0,85.4,8993,2175,22.2,88.5,83.2,62,556,12,0,85,13,16,438,68,62,59,490
474,Paxton Pomykal\Paxton-Pomykal,us USA,MF,FC Dallas,1999,1878,4,0.1,0.1,0.12,0.16,0.12,0.28,1.34,0.48,0.2,83.9,17084,4402,41.4,90,71.3,116,1025,58,5,225,33,47,812,128,143,767,258
475,Chris Pontius\Chris-Pontius,us USA,FW,LA Galaxy,1987,703,0,0.26,0.26,0.34,0.24,0.34,0.58,2.18,0.64,0.4,84.3,3768,716,22.2,87.9,72.7,15,286,13,0,51,2,6,221,46,32,46,207
476,Justin Portillo\Justin-Portillo,us USA,MF,Real Salt Lake,1992,194,1,0,0,0.01,0,0.01,0.01,0.46,0,,91,2863,525,66.7,95.4,85.2,12,140,4,0,13,7,0,110,14,20,18,122
477,Alvas Powell\Alvas-Powell,jm JAM,DF,FC Cincinnati,1994,969,1,0,0,0.04,0.04,0.04,0.08,0.74,0.28,0,68.1,7260,2684,14.3,82.5,52.3,64,375,105,1,53,21,24,229,104,147,34,322
478,Dillon Powers\Dillon-Powers,us USA,MF,Orlando City,1991,619,0,0.15,0,0.02,0.04,0.02,0.06,0.58,0,,85.4,5686,1358,25,89.9,78.7,29,327,8,2,63,12,10,234,56,45,45,276
479,Alejandro Pozuelo\Alejandro-Pozuelo,es ESP,MFFW,Toronto FC,1991,2518,5,0.25,0.25,0.31,0.27,0.15,0.42,2.39,0.89,0.28,78.2,26333,7636,34.7,87.6,56.5,272,1678,232,19,410,63,161,1368,210,332,706,1150
480,Jack Price\Jack-Price,eng ENG,MF,Colorado,1992,2226,9,0.4,0.04,0.01,0.23,0.01,0.24,0.16,0.08,0.5,80.9,23943,8468,60,91,64,187,1159,203,0,147,147,152,832,153,377,52,1254
481,Kacper Przybyłko\Kacper-Przybylko,pl POL,FW,Philadelphia,1993,2241,5,0.16,0.6,0.51,0.14,0.48,0.61,3.17,1.45,0.42,75.3,9135,1146,25,79.8,63.4,43,766,56,2,171,11,16,535,167,120,195,475
482,Andrew Putna\Andrew-Putna,us USA,GK,Real Salt Lake,1994,450,1,0,0,0,0.02,0,0.02,0,0,,49.4,3333,2611,,97.4,36.2,0,118,58,0,18,3,0,52,3,121,6,136
483,Valeri Qazaishvili\Valeri-Qazaishvili,ge GEO,FWMF,San Jose,1993,2094,1,0.21,0.34,0.3,0.14,0.3,0.44,4.56,1.46,0.24,84.4,12135,2893,20,89.6,70.1,100,866,14,3,195,12,12,723,85,72,85,763
484,Darwin Quintero\Darwin-Quintero,co COL,MFFW,Minnesota,1987,2197,5,0.2,0.29,0.48,0.21,0.36,0.57,2.95,0.86,0.33,67.2,12324,4559,15,74.8,58.3,189,852,69,6,144,41,46,563,165,193,131,730
485,Romell Quioto\Romell-Quioto,hn HON,FW,Houston,1991,796,5,0.23,0.11,0.26,0.29,0.18,0.47,2.94,1.24,0.09,63.9,4691,1449,12.5,79,41.8,54,316,55,2,70,42,79,196,60,115,79,249
486,Jukka Raitala\Jukka-Raitala,fi FIN,DF,Montreal,1988,2084,2,0,0,0,0.02,0,0.02,0.13,0.04,0,85.7,22479,7893,33.3,91.4,77.8,92,1094,76,1,126,42,5,833,132,205,884,169
487,Christian Ramirez\Christian-Ramirez,us USA,FW,Los Angeles FC,1991,948,0,0.19,0.38,0.55,0.14,0.55,0.69,2.56,1.23,0.31,80.8,2197,498,70.8,83.8,72,18,183,20,3,36,3,2,148,33,22,17,169
488,Christian Ramirez\Christian-Ramirez,us USA,FWMF,Houston,1991,674,0,0.13,0.67,0.51,0.1,0.51,0.61,3.07,1.74,0.38,77.1,2296,618,30.8,85.9,58.1,24,168,11,1,46,2,3,120,32,27,14,147
489,Greg Ranjitsingh\Greg-Ranjitsingh,tt TRI,GK,Orlando City,1993,180,0,0,0,0,0,0,0,0,0,,54.5,1816,1397,,100,47,0,41,36,0,4,0,0,21,0,56,1,60
490,Matthew Real\Matthew-Real,us USA,DFMF,Philadelphia,1999,68,1,1.32,0,0.19,0.29,0.19,0.47,1.32,0,,81,866,278,0,88.6,61.5,7,51,7,0,13,1,4,37,11,10,38,8
491,Eric Remedi\Eric-Remedi,ar ARG,MF,Atlanta,1995,2050,6,0.04,0,0.03,0.04,0.03,0.07,0.48,0.13,0,88.4,22459,4972,42.3,92.8,80.3,97,1250,38,2,146,26,4,1019,145,124,161,1062
492,Justin Rennicks\Justin-Rennicks,us USA,FW,New England,1999,105,0,0,0,0.38,0.02,0.38,0.4,1.71,0,,62.1,237,63,50,65.2,50,1,29,0,0,8,0,0,20,8,1,6,19
493,Yordy Reyna\Yordy-Reyna,pe PER,FWMF,Vancouver,1993,1988,5,0.05,0.32,0.22,0.13,0.18,0.31,2.54,1.22,0.26,78.6,9394,2650,29.2,84.7,65.3,83,610,68,3,123,36,43,444,110,124,75,545
494,Bryan Reynolds\Bryan-Reynolds,us USA,FWDF,FC Dallas,2001,119,0,0.76,0,0.05,0.17,0.05,0.22,0.76,0,,75.4,694,262,0,82.2,85.7,7,47,10,0,6,0,4,35,12,10,5,38
495,Spencer Richey\Spencer-Richey,us USA,GK,FC Cincinnati,1992,1710,1,0,0,0,0,0,0,0,0,,66.5,14883,9030,25,98.4,53.9,0,449,217,0,53,18,0,279,45,342,71,449
496,Tosaint Ricketts\Tosaint-Ricketts,ca CAN,FW,Vancouver,1987,479,1,0.19,0.19,0.42,0.03,0.42,0.45,2.07,0.94,0.2,82.5,1184,138,0,81.8,92.3,9,64,16,0,23,2,2,53,11,16,1,66
497,Nick Rimando\Nick-Rimando,us USA,GK,Real Salt Lake,1979,2610,1,0,0,0,0,0,0,0,0,,70.4,24703,17591,0,98,58.9,0,652,355,0,79,33,0,397,76,534,71,763
498,Alexander Ring\Alexander-Ring,fi FIN,MF,NYCFC,1991,2790,12,0.13,0.13,0.11,0.08,0.11,0.19,1.48,0.48,0.27,83.8,36394,10884,27.9,89.5,76.6,186,1916,89,8,245,104,12,1420,211,374,442,1454
499,Andrés Ríos\Andres-Rios,ar ARG,MFFW,San Jose,1989,270,1,0,0.33,0.2,0.24,0.2,0.44,1.33,0.67,0.5,82.5,2037,427,66.7,84.3,79.3,9,137,6,1,29,7,2,105,17,21,23,112
500,Thomas Roberts\Thomas-Roberts,us USA,MFFW,FC Dallas,2001,237,0,0,0,0.04,0.13,0.04,0.17,1.14,0.38,0,83.2,1504,307,0,88.6,70.8,5,93,2,0,21,5,1,61,14,20,77,8
501,Robinho\Robinho,br BRA,FW,Columbus,1995,1112,0,0.16,0,0.17,0.13,0.17,0.31,2.59,0.81,0,79.6,4539,928,23.5,85.1,64,29,370,13,1,78,7,24,290,56,37,94,274
502,Robinho\Robinho,br BRA,FW,Orlando City,1995,234,0,0,0,0.14,0.05,0.14,0.18,2.31,0.77,0,81.6,1466,354,25,90.1,75,9,95,8,0,17,4,7,75,15,13,17,83
503,Jalen Robinson\Jalen-Robinson,us USA,DF,D.C. United,1994,414,0,0,0,0.01,0.01,0.01,0.01,0.22,0,,77.7,1640,708,50,86.3,56.7,8,95,17,0,11,1,3,69,22,21,8,83
504,Miles Robinson\Miles-Robinson,us USA,DF,Atlanta,1997,2979,4,0,0,0.04,0,0.04,0.04,0.45,0.15,0,89.2,37270,11037,33.3,92.7,84.6,112,1851,38,0,252,38,2,1538,139,212,466,1288
505,Luis Robles\Luis-Robles,us USA,GK,NY Red Bulls,1984,2970,4,0,0,0,0,0,0,0,0,,49.5,15481,11552,50,99.4,37.8,1,453,373,0,35,14,0,212,34,580,28,622
506,Tony Rocha\Tony-Rocha,bz BLZ,MFDF,NYCFC,1993,876,1,0,0,0.01,0.02,0.01,0.02,0.21,0,,88.1,7916,1912,38.1,92.9,80,29,493,21,0,72,10,6,395,63,56,424,59
507,Angelo Rodríguez\Angelo-Rodriguez,co COL,FW,Minnesota,1989,1745,2,0.05,0.21,0.53,0.1,0.49,0.58,2.84,0.93,0.22,67.4,3702,691,39.4,71,67.3,27,316,31,1,89,6,13,216,73,58,39,253
508,Brian Rodríguez\Brian-Rodriguez,uy URU,FW,Los Angeles FC,2000,384,0,0,0,0.31,0.22,0.31,0.53,3.98,1.17,0,76.1,2328,611,33.3,79.5,69.4,26,161,27,3,35,8,21,149,21,18,15,171
509,Lucas Rodríguez\Lucas-Rodriguez,ar ARG,FWMF,D.C. United,1997,2699,5,0.1,0.2,0.11,0.04,0.11,0.16,1.3,0.43,0.46,85,15100,3260,31,89.5,76,85,962,43,2,180,35,20,722,145,138,349,583
510,Memo Rodriguez\Memo-Rodriguez,us USA,FWMF,Houston,1995,1387,3,0.13,0.45,0.4,0.14,0.4,0.53,3.05,1.17,0.39,70.2,7170,2443,26.3,79.4,52.4,71,477,67,4,106,38,74,335,84,125,81,429
511,Víctor Rodríguez\Victor-Rodriguez,es ESP,FWMF,Seattle,1989,1117,1,0.24,0.08,0.25,0.26,0.19,0.45,1.93,0.64,0.13,75.9,6884,2213,15.4,84.2,60.4,75,554,31,2,161,11,45,406,91,88,140,426
512,Alex Roldan\Alex-Roldan,us USA,FWMF,Seattle,1996,443,0,0,0,0.05,0.01,0.05,0.06,0.81,0,,82.6,2306,446,0,86.8,77.4,9,145,4,0,38,2,0,115,18,16,10,127
513,Cristian Roldan\Cristian-Roldan,us USA,MFFW,Seattle,1995,2537,4,0.11,0.21,0.13,0.1,0.13,0.23,1.17,0.35,0.6,85.1,28046,7136,22.9,88.8,80,162,1580,54,1,333,74,39,1137,215,282,197,1283
514,David Romney\David-Romney,us USA,DF,LA Galaxy,1993,928,0,0.1,0,0.08,0.05,0.08,0.13,0.78,0.48,0,83.2,6432,2875,33.3,89.6,71.3,47,333,54,0,43,5,13,224,79,84,192,120
515,Eloy Room\Eloy-Room,cw CUW,GK,Columbus,1989,1080,1,0,0,0,0,0,0,0,0,,66.2,8403,4818,,99.3,48.4,0,264,159,0,27,8,0,206,16,201,18,348
516,Wayne Rooney\Wayne-Rooney,eng ENG,FW,D.C. United,1985,2313,5,0.27,0.27,0.45,0.25,0.33,0.58,3.11,0.86,0.32,74.3,20337,6327,27.5,83.4,63.3,179,943,267,7,201,138,149,637,180,393,98,1036
517,Andy Rose\Andy-Rose,au AUS,MFDF,Vancouver,1990,1851,2,0.05,0.05,0.08,0,0.08,0.08,0.68,0.19,0.25,83.7,15420,4074,38.5,88.3,75.9,39,853,23,1,135,29,8,608,128,140,142,646
518,Oriol Rosell\Oriol-Rosell,es ESP,MF,Orlando City,1992,1466,6,0,0,0.04,0.02,0.04,0.05,0.86,0.12,0,87,17278,4688,50,90.5,82.7,85,925,32,1,181,46,4,702,113,142,126,775
519,Keegan Rosenberry\Keegan-Rosenberry,us USA,DF,Colorado,1993,3060,3,0.09,0.03,0.03,0.08,0.03,0.11,0.65,0.03,1,81.4,23920,11517,28.6,88.3,67.3,203,1233,302,1,204,40,56,873,293,369,113,1066
520,Diego Rossi\Diego-Rossi,uy URU,FW,Los Angeles FC,1998,2891,2,0.19,0.5,0.38,0.23,0.38,0.61,3.39,1.53,0.33,80.6,14085,3099,25,84.4,72.2,107,1065,31,6,202,9,29,925,111,60,134,923
521,Brian Rowe\Brian-Rowe,us USA,GK,Orlando City,1988,2880,1,0,0,0,0.01,0,0.01,0,0,,60.7,20536,14345,66.7,99.1,48.4,0,521,405,1,37,24,0,329,60,537,25,687
522,Kelyn Rowe\Kelyn-Rowe,us USA,MF,Real Salt Lake,1991,181,0,0,0,0.03,0,0.03,0.03,1.49,1.49,0,78.8,1247,353,0,82.8,71.4,7,77,3,1,13,2,1,51,18,11,9,66
523,Kelyn Rowe\Kelyn-Rowe,us USA,FWMF,Sporting KC,1991,693,2,0.13,0,0.26,0.07,0.26,0.33,2.47,0.52,0,71.5,3637,977,21.1,81.4,56.7,31,254,13,2,59,12,19,181,44,42,36,209
524,Daniel Royer\Daniel-Royer,at AUT,FW,NY Red Bulls,1990,2314,1,0.23,0.27,0.56,0.18,0.41,0.6,2.92,1.17,0.23,67.5,7783,2933,25,74.4,43.4,107,791,31,2,197,7,35,492,168,162,119,575
525,Ruan\Ruan,br BRA,DF,Orlando City,1995,2097,1,0.17,0,0.03,0.19,0.03,0.23,0.3,0.13,0,73.4,12571,4615,12.5,83.2,55.1,106,773,191,1,124,16,75,542,204,218,56,707
526,Diego Rubio\Diego-Rubio,cl CHI,MFFW,Colorado,1993,2054,10,0.18,0.48,0.25,0.15,0.25,0.4,2.1,0.66,0.73,73.3,9646,2760,32.3,81.5,59.5,79,667,29,3,167,31,34,422,130,144,53,566
527,Raúl Ruidíaz\Raul-Ruidiaz,pe PER,FW,Seattle,1990,1793,0,0.1,0.55,0.62,0.13,0.62,0.75,3.56,1.36,0.41,85.3,5580,843,55.6,87.2,88.9,28,355,33,3,67,12,4,284,56,48,62,290
528,Albert Rusnák\Albert-Rusnak,sk SVK,MFFW,Real Salt Lake,1994,2450,2,0.11,0.22,0.31,0.16,0.17,0.33,2.61,0.88,0.25,83.4,21584,5355,40,91.6,67.5,149,1094,183,5,199,110,102,872,157,248,133,1072
529,Johnny Russell\Johnny-Russell,sco SCO,FWMF,Sporting KC,1990,2113,1,0.26,0.38,0.25,0.3,0.25,0.55,2.39,0.94,0.41,66,11968,4164,25,78.6,47.8,144,700,164,9,175,88,150,466,115,283,705,95
530,Abdul Rwatubyaye\Abdul-Rwatubyaye,rw RWA,DF,Sporting KC,1996,165,1,0,0,0.02,0,0.02,0.02,1.09,0,,82.6,2029,648,100,88.9,73.3,10,107,2,0,8,5,0,85,10,14,14,93
531,Marc Rzatkowski\Marc-Rzatkowski,de GER,MFFW,NY Red Bulls,1990,2315,4,0.12,0.08,0.09,0.2,0.09,0.28,1.52,0.54,0.14,71.5,15454,6463,32,80.8,50.2,206,1097,185,9,248,29,120,737,190,355,970,211
532,Bacary Sagna\Bacary-Sagna,fr FRA,DF,Montreal,1983,2179,7,0.08,0.04,0.03,0.09,0.03,0.13,0.5,0.12,0.33,77.5,20959,8071,12.2,85.9,56.8,203,1295,203,5,242,22,82,877,274,347,161,990
533,Kenny Saief\Kenny-Saief,us USA,FWMF,FC Cincinnati,1993,566,0,0.32,0.16,0.15,0.27,0.15,0.42,0.8,0.32,0.5,72.5,3387,973,0,84.3,51.4,34,214,37,1,45,8,26,161,38,52,185,49
534,Michael Salazar\Michael-Salazar,bz BLZ,FWMF,Houston,1992,159,0,0,0,0.09,0.01,0.09,0.1,0.57,0,,81.1,611,119,40,90.2,57.1,5,50,3,1,10,0,3,43,4,6,4,44
535,Shea Salinas\Shea-Salinas,us USA,MFDF,San Jose,1986,1345,3,0.2,0.4,0.33,0.23,0.33,0.56,1.34,0.54,0.75,79.7,10049,3072,30.4,84.6,69.9,82,638,46,1,155,11,36,505,95,84,125,492
536,Dániel Sallói\Daniel-Salloi,hu HUN,FWMF,Sporting KC,1996,1545,1,0.06,0.06,0.37,0.13,0.33,0.46,2.74,0.82,0.07,77.2,5803,1270,26.3,82.8,62.2,47,456,9,5,104,14,9,351,71,43,52,396
537,Ilie Sánchez\Ilie-Sanchez,es ESP,MF,Sporting KC,1990,2510,7,0.14,0.04,0.08,0.07,0.06,0.13,0.57,0.11,0.33,85.9,33122,8625,21.4,90.3,79.1,135,1696,57,8,242,76,4,1203,189,361,116,1533
538,James Sands\James-Sands,us USA,DFMF,NYCFC,2000,1485,4,0,0,0,0.01,0,0.01,0.12,0,,87.5,14534,3803,25,88.8,87.9,30,761,14,0,73,25,2,621,56,98,105,620
539,Lamine Sané\Lamine-Sane,sn SEN,DF,Orlando City,1987,2275,4,0,0,0.02,0.01,0.02,0.03,0.32,0.04,0,88.6,20150,7676,62.5,93.4,82,74,991,36,1,138,29,3,769,105,153,79,887
540,Harold Santiago Mosquera\Harold-Santiago-Mosquera,co COL,FWMF,FC Dallas,1995,1173,0,0.08,0.23,0.2,0.13,0.2,0.33,2.69,0.92,0.25,73.6,7598,2152,33.3,79.7,64.5,77,490,32,3,113,21,41,358,65,99,79,413
541,Sergio Santos Gomes\Sergio-Santos-Gomes,br BRA,FWMF,Philadelphia,1994,626,2,0.14,0.58,0.5,0.07,0.5,0.57,3.16,1.01,0.57,69.3,1743,411,16.7,76.8,53.8,14,169,7,0,32,5,11,125,26,25,118,43
542,Pedro Santos\Pedro-Santos,pt POR,FWMF,Columbus,1988,2761,7,0.16,0.33,0.18,0.2,0.16,0.36,2.41,0.65,0.5,64,16932,6143,16.1,76,49.7,201,1078,187,9,208,80,191,672,213,380,881,275
543,C.J. Sapong\CJ-Sapong,us USA,FW,Chicago,1988,2547,3,0.04,0.46,0.4,0.07,0.4,0.47,2.08,0.92,0.5,69.3,6401,1345,23.5,75.6,52.3,44,584,26,2,198,4,15,338,133,139,69,378
544,Sebastián Saucedo\Sebastian-Saucedo,us USA,FWMF,Real Salt Lake,1997,1192,6,0.3,0.15,0.12,0.15,0.12,0.27,3.1,1.06,0.14,78.3,8491,2296,37.5,86.2,63.3,66,473,56,3,114,46,41,338,74,117,50,443
545,Gastón Sauro\Gaston-Sauro,ar ARG,DF,Columbus,1990,1284,4,0,0.14,0.05,0.06,0.05,0.11,0.77,0.14,1,91.1,12228,4289,0,94,86,35,625,14,0,54,11,0,507,75,57,49,550
546,Jefferson Savarino\Jefferson-Savarino,ve VEN,FWMF,Real Salt Lake,1996,2315,1,0.19,0.31,0.21,0.12,0.21,0.33,3.07,1.4,0.22,77.4,13303,3143,31,84.7,63.5,101,874,41,4,189,52,83,641,121,153,45,850
547,Tate Schmitt\Tate-Schmitt,us USA,FW,Real Salt Lake,1997,93,0,0,0,0,0,0,0,0,0,,78.1,367,52,0,88.5,40,1,30,2,0,7,1,1,23,3,6,16,14
548,Rasmus Schüller\Rasmus-Schuller,fi FIN,MFFW,Minnesota,1991,921,1,0,0,0.11,0.05,0.11,0.15,1.56,0.1,0,83.4,6985,1925,38.5,87.1,74.7,41,456,13,1,102,9,8,350,63,56,255,189
549,Bastian Schweinsteiger\Bastian-Schweinsteiger,de GER,DFMF,Chicago,1984,2675,10,0.1,0.03,0.04,0.05,0.04,0.09,0.81,0.13,0.25,87.3,34924,12354,68.8,93.7,77.1,159,1688,85,6,273,67,8,1199,182,392,231,1450
550,Eddie Segura\Eddie-Segura,co COL,DF,Los Angeles FC,1997,2955,1,0,0.03,0.04,0,0.04,0.05,0.55,0.06,0.5,90.7,36385,13585,30,93.6,86.3,106,1872,54,0,212,36,0,1498,234,194,798,1007
551,Ulises Segura\Ulises-Segura,cr CRC,FWDF,D.C. United,1993,1791,1,0.1,0.15,0.14,0.12,0.14,0.26,1.31,0.35,0.43,77.2,8515,2577,15.2,84.9,48.5,59,743,20,4,168,9,35,544,109,110,64,643
552,Chris Seitz\Chris-Seitz,us USA,GK,D.C. United,1987,90,0,0,0,0,0,0,0,0,0,,40,272,166,,100,33.3,0,14,6,0,1,1,0,5,1,14,2,11
553,Amar Sejdic\Amar-Sejdic,us USA,MF,Montreal,1996,67,0,0,0,0,0.05,0,0.05,0,0,,89.7,396,49,,92,75,1,26,3,0,9,0,0,24,2,3,3,26
554,Dillon Serna\Dillon-Serna,us USA,DFMF,Colorado,1994,586,0,0,0,0.07,0.05,0.07,0.12,1.23,0.46,0,73.4,4232,1854,0,82.9,55.8,33,255,49,0,52,8,36,156,59,89,226,30
555,Brandon Servania\Brandon-Servania,us USA,MF,FC Dallas,1999,1119,2,0.08,0.16,0.18,0.05,0.18,0.23,2.09,0.72,0.22,83,9058,2085,41.2,88.5,70.9,41,582,11,0,84,14,5,484,51,58,50,515
556,Jacob Shaffelburg\Jacob-Shaffelburg,ca CAN,MFFW,Toronto FC,1999,668,0,0.13,0,0.1,0.13,0.1,0.23,1.48,0.54,0,60.8,1799,503,14.3,72.9,36.8,18,179,2,0,34,6,36,114,28,39,146,27
557,Brek Shea\Brek-Shea,us USA,DF,Atlanta,1990,911,0,0.1,0,0.05,0.25,0.05,0.29,0.69,0.3,0,80.5,8691,2741,20,88,65.7,69,489,97,0,79,22,38,345,142,99,335,127
558,Andre Shinyashiki\Andre-Shinyashiki,br BRA,FWMF,Colorado,1995,1672,3,0.16,0.38,0.35,0.18,0.35,0.53,2.85,0.92,0.41,68.4,6062,1921,18.4,77.1,53.9,56,492,37,4,105,12,31,343,89,97,106,369
559,Harry Shipp\Harry-Shipp,us USA,FWMF,Seattle,1991,1382,1,0.07,0.33,0.16,0.07,0.16,0.23,2.08,0.78,0.42,82.2,10473,3255,22.7,88.4,66.4,71,717,25,4,148,13,21,557,101,84,61,629
560,Shamit Shome\Shamit-Shome,ca CAN,MF,Montreal,1997,1626,3,0.06,0.06,0.11,0.05,0.11,0.16,0.5,0.11,0.5,84.1,9511,2587,22.2,87.2,76.5,64,616,18,0,93,10,6,475,86,73,67,505
561,Danilo da Silva\Danilo-da-Silva,br BRA,DF,Los Angeles FC,1986,225,1,0,0,0.06,0.06,0.06,0.12,0.8,0,,82.3,2131,813,,87.1,71.8,8,113,11,0,15,4,1,82,21,21,17,91
562,Luis Silva\Luis-Silva,us USA,FWMF,Seattle,1988,198,0,0,0,0.61,0.01,0.61,0.62,5,1.82,0,80.4,623,50,66.7,85.4,57.1,2,48,3,0,17,1,0,38,9,4,7,42
563,Marcelo Silva\Marcelo-Silva,uy URU,DF,Real Salt Lake,1989,1345,3,0,0.13,0.02,0.01,0.02,0.04,0.33,0.2,0.67,86.9,10948,3277,66.7,92.4,79.1,26,536,23,0,65,10,0,428,45,86,57,461
564,Josh Sims\Josh-Sims,eng ENG,FW,NY Red Bulls,1997,476,0,0.19,0,0.18,0.09,0.18,0.27,2.27,0.57,0,68.7,1999,529,35.3,78.6,42.4,22,170,25,0,48,6,24,125,39,31,34,143
565,Seth Sinovic\Seth-Sinovic,us USA,DF,Sporting KC,1987,1908,4,0.05,0,0.02,0.02,0.02,0.04,0.47,0.05,0,81.8,17524,6231,21.7,89.3,61.7,135,958,212,1,146,15,33,697,231,242,753,156
566,Pablo Sisniega\Pablo-Sisniega,mx MEX,GK,Los Angeles FC,1995,540,0,0,0,0,0,0,0,0,0,,73.5,3171,1958,100,98.6,52.3,0,122,40,1,14,4,0,82,19,61,8,117
567,Axel Sjöberg\Axel-Sjoberg,se SWE,DFFW,Colorado,1991,435,0,0,0,0.05,0,0.05,0.05,0.83,0,,89.5,3497,1100,33.3,94.8,79.2,4,184,6,0,30,4,0,149,15,26,30,145
568,Jørgen Skjelvik\Jorgen-Skjelvik,no NOR,DF,LA Galaxy,1991,1681,4,0.11,0.05,0.05,0.11,0.05,0.17,0.32,0.05,1,81.8,10595,4206,19,88.3,63.1,97,625,146,0,86,10,39,475,184,112,461,130
569,Brad Smith\Brad-Smith,au AUS,DF,Seattle,1994,1972,0,0.23,0,0.02,0.2,0.02,0.22,0.5,0.18,0,78.5,17327,6716,19,87.1,56,119,1158,189,1,196,26,98,893,203,251,915,221
570,Graham Smith\Graham-Smith,us USA,DF,Sporting KC,1995,882,1,0.1,0.1,0.1,0.01,0.1,0.11,0.71,0.31,0.33,91.3,9898,2825,33.3,94.1,88.2,26,470,10,0,54,17,2,401,21,58,62,392
571,Kyle Smith\Kyle-Smith,us USA,DF,Orlando City,1992,1386,4,0,0,0.07,0.01,0.07,0.08,0.39,0.06,0,79.6,10104,4054,21.7,86.1,65.1,80,607,109,1,115,10,27,457,131,128,57,507
572,Tommy Smith\Tommy-Smith,nz NZL,DF,Colorado,1990,2413,3,0.07,0.11,0.12,0.01,0.12,0.13,0.78,0.26,0.43,83.9,15622,6415,50,91.3,71.6,76,793,26,0,124,24,1,571,68,180,611,136
573,Eduardo Sosa\Eduardo-Sosa,ve VEN,MFFW,Columbus,1997,325,1,0,0,0.1,0.04,0.1,0.14,1.94,0.55,0,84.6,2285,582,16.7,89.1,80.6,20,146,10,1,26,0,4,128,18,10,28,119
574,Caleb Stanko\Caleb-Stanko,us USA,MF,FC Cincinnati,1993,1439,3,0,0,0.02,0.03,0.02,0.05,0.38,0.13,0,85.6,12263,3234,10,89.1,80.7,67,655,31,0,104,47,5,469,97,120,199,434
